schoolID,name_full,city,state,country
momaple,Maple Woods Community College,Kansas City,MO,USA
mariettaoh,Marietta College,Marietta,OH,USA
almario,Marion Military Institute,Marion,AL,USA
nymarit,Maritime College,Throggs Neck,NY,USA
marquette,Marquette University,Milwaukee,WI,USA
ncmarsh,Mars Hill College,Mars Hill,NC,USA
marshall,Marshall University,Huntington,WV,USA
mryvilletn,Maryville College,Maryville,TN,USA
macollege,Massachusetts College of Liberal Arts,North Adams,MA,USA
mit,Massachusetts Institute of Technology,Cambridge,MA,USA
mamassa,Massasoit Community College,Brockton,MA,USA
mcdaniel,McDaniel College,Westminster,MD,USA
ilmcken,McKendree University,Lebanon,IL,USA
txmclen,McLennan Community College,Waco,TX,USA
txmcmur,McMurry University,Abilene,TX,USA
mcneese,McNeese State University,Lake Charles,LA,USA
vamedic,Medical College of Virginia,Richmond,VA,USA
camendo,Mendocino College,Ukiah,CA,USA
camenlo,Menlo College,Atherton,CA,USA
camerce,Merced College,Merced,CA,USA
njmerce,Mercer County Community College,West Windsor,NJ,USA
mercer,Mercer University,Macon,GA,USA
nymercy,Mercy College,Dobbs Ferry,NY,USA
mercyhurst,Mercyhurst College,Erie,PA,USA
msmerid,Meridian Community College,Meridian,MS,USA
txmerid,Meridian Junior College,Meridian,TX,USA
mamerri,Merrimack College,North Andover,MA,USA
camerri,Merritt College,Oakland,CA,USA
azmescc,Mesa Community College,Mesa,AZ,USA
mesast,Mesa State College,Grand Junction,CO,USA
mnmesabi,Mesabi Range Community and Technical College,Virginia,MN,USA
messiah,Messiah College,Grantham,PA,USA
miamioh,Miami University of Ohio,Oxford,OH,USA
miamidade,Miami-Dade College,Miami,FL,USA
flmdkjc,Miami-Dade College - Kendall Campus,Miami,FL,USA
flmdnjc,Miami-Dade College - North Campus,Miami,FL,USA
flmdwjc,Miami-Dade College - Wolfson Campus,Miami,FL,USA
michiganst,Michigan State University,East Lansing,MI,USA
gamiddl,Middle Georgia College,Cochran,GA,USA
mtennst,Middle Tennessee State University,Murfreesboro,TN,USA
middlbryvt,Middlebury College,Middlebury,VT,USA
mamiddl,Middlesex Community College,Bedford,MA,USA
njmiddl,Middlesex County Community College,Edison,NJ,USA
txmidla,Midland College,Midland,TX,USA
midlndluth,Midland Lutheran College,Fremont,NE,USA
almiles,Miles College,Fairfield,AL,USA
millersvil,Millersville University of Pennsylvania,Millersville,PA,USA
milligantn,Milligan College,Milligan College,TN,USA
millikin,Millikin University,Decatur,IL,USA
millsapsms,Millsaps College,Jackson,MS,USA
mominer,Mineral Area College,Park Hills,MO,USA
mankatost,Minnesota State University - Mankato,Mankato,MN,USA
mnmoorh,Minnesota State University - Moorhead,Moorhead,MN,USA
camirac,MiraCosta College,Oceanside,CA,USA
camissi,Mission College,Santa Clara,CA,USA
mscollege,Mississippi College,Clinton,MS,USA
msmdcco,Mississippi Delta Community College,Moorhead,MS,USA
mcmgccc,Mississippi Gulf Coast Community College,Perkinston,MS,USA
missst,Mississippi State University,Mississippi State,MS,USA
mosouthern,Missouri Southern State University,Joplin,MO,USA
swmost,Missouri State University,Springfield,MO,USA
morolla,Missouri University of Science and Technology,Rolla,MO,USA
movalley,Missouri Valley College,Marshall,MO,USA
mowestern,Missouri Western State University,St. Joseph,MO,USA
ctmitch,Mitchell College,New London,CT,USA
camodes,Modesto Junior College,Modesto,CA,USA
nymohaw,Mohawk Valley Community College,Utica,NY,USA
monmouth,Monmouth University,West Long Branch,NJ,USA
monroecc,Monroe Community College,Rochester,NY,USA
mntclairst,Montclair State University,Montclair,NJ,USA
campjco,Monterey Peninsula College,Monterey,CA,USA
mdmontg,Montgomery College - Rockville Campus,Rockville,MD,USA
montreatnc,Montreat College,Montreat,NC,USA
camoorp,Moorpark College,Moorpark,CA,USA
ilmorai,Moraine Valley Community College,Palos Hills,IL,USA
morehead,Morehead State University,Morehead,KY,USA
morehouse,Morehouse College,Atlanta,GA,USA
morganst,Morgan State University,Baltimore,MD,USA
mrningside,Morningside College,Sioux City,IA,USA
tnmotlo,Motlow State Community College,Lynchburg,TN,USA
ormount,Mount Hood Community College,Gresham,OR,USA
ilmount,Mount Morris College,Mount Morris,IL,USA
mtolive,Mount Olive College,Mount Olive,NC,USA
camsajc,Mount San Antonio College,Walnut,CA,USA
camsjjc,Mount San Jacinto College,San Jacinto,CA,USA
mtstmarys,Mount St. Mary's University,Emmitsburg,MD,USA
mtunionoh,Mount Union College,Alliance,OH,USA
mtvernnaz,Mount Vernon Nazarene University,Mount Vernon,OH,USA
muhlenberg,Muhlenberg College,Allentown,PA,USA
okmurra,Murray State College,Tishomingo,OK,USA
murrayst,Murray State University,Murray,KY,USA
mimuske,Muskegon Community College,Muskegon,MI,USA
muskingum,Muskingum College,New Concord,OH,USA
canapav,Napa Valley College,Napa,CA,USA
nynassa,Nassau Community College,Garden City,NY,USA
txnavar,Navarro College,Corsicana,TX,USA
newesleyan,Nebraska Wesleyan University,Lincoln,NE,USA
ksneosh,Neosho County Community College,Chanute,KS,USA
njcity,New Jersey City University,Jersey City,NJ,USA
nmhighland,New Mexico Highlands University,Las Vegas,NM,USA
nmnmjco,New Mexico Junior College,Hobbs,NM,USA
nmmilin,New Mexico Military Institute,Roswell,NM,USA
nmstate,New Mexico State University,Las Cruces,NM,USA
nytech,New York Institute of Technology,Old Westbury,NY,USA
newyorku,New York University,New York,NY,USA
newberry,Newberry College,Newberry,SC,USA
vaappre,Newport News Apprentice School,Newport News,VA,USA
niagara,Niagara University,Lewiston,NY,USA
nicholls,Nicholls State University,Thibodaux,LA,USA
norfolkst,Norfolk State University,Norfolk,VA,USA
mnnorma,Normandale Community College,Bloomington,MN,USA
arnorth,North Arkansas College,Bentonville,AR,USA
ncat,North Carolina A&T State University,Greensboro,NC,USA
ncstate,North Carolina State University,Raleigh,NC,USA
ncentralil,North Central College,Naperville,IL,USA
txnctjc,North Central Texas College,Gainesville,TX,USA
ndstate,North Dakota State University,Fargo,ND,USA
flnfcco,North Florida Community College,Madison,FL,USA
idnidjc,North Idaho College,Coeur d'Alene,ID,USA
manscco,North Shore Community College,Danvers,MA,USA
okneoam,Northeast Oklahoma A&M College,Miami,OK,USA
txnetex,Northeast Texas Community College,Mount Pleasant,TX,USA
neillinois,Northeastern Illinois University,Chicago,IL,USA
oknestu,Northeastern State University,Tahlequah,OK,USA
neastern,Northeastern University,Boston,MA,USA
narizona,Northern Arizona University,Flagstaff,AZ,USA
manecco,Northern Essex Community College,Haverhill,MA,USA
nillinois,Northern Illinois University,DeKalb,IL,USA
nkentucky,Northern Kentucky University,Highland Heights,KY,USA
minorth,Northern Michigan University,Marquette,MI,USA
flnwfsc,Northwest Florida State College,Niceville,FL,USA
msnwmcc,Northwest Mississippi Community College,Senatobia,MS,USA
nwmost,Northwest Missouri State University,Maryville,MO,USA
nwokstate,Northwestern Oklahoma State University,Alva,OK,USA
nwstate,Northwestern State University of Louisiana,Natchitoches,LA,USA
nwestern,Northwestern University,Evanston,IL,USA
alnorth,Northwest-Shoals Community College,Muscle Shoals,AL,USA
northwood,Northwood University,Midland,MI,USA
ctnorwa,Norwalk Community College,Norwalk,CT,USA
norwichvt,Norwich University,Northfield,VT,USA
flnovas,Nova Southeastern University,Fort Lauderdale,FL,USA
mioakla,Oakland Community College,Farmington Hills,MI,USA
oakland,Oakland University,Rochester,MI,USA
oberlinoh,Oberlin College,Oberlin,OH,USA
occidental,Occidental College,Los Angeles,CA,USA
txodess,Odessa College,Odessa,TX,USA
oglethrpga,Oglethorpe University,Atlanta,GA,USA
ohdominican,Ohio Dominican University,Columbus,OH,USA
ohnorth,Ohio Northern University,Ada,OH,USA
ohio,Ohio University,Athens,OH,USA
ohvalley,Ohio Valley College,Vienna,WV,USA
ohwesleyan,Ohio Wesleyan University,Delaware,OH,USA
flokalo,Okaloosa-Walton College,Niceville,FL,USA
okbapti,Oklahoma Baptist University,Shawnee,OK,USA
okocsw,Oklahoma City Southwestern College,Oklahoma City,OK,USA
okcity,Oklahoma City University,Oklahoma City,OK,USA
okstate,Oklahoma State University,Stillwater,OK,USA
okwesle,Oklahoma Wesleyan University,Bartlesville,OK,USA
olddom,Old Dominion University,Norfolk,VA,USA
olivetmi,Olivet College,Olivet,MI,USA
olivetnaz,Olivet Nazarene University,Bourbonnais,IL,USA
ilolney,Olney Central College,Olney,IL,USA
waolymp,Olympic College,Bremerton,WA,USA
nyonond,Onondaga Community College,Syracuse,NY,USA
oralrob,Oral Roberts University,Tulsa,OK,USA
caorang,Orange Coast College,Costa Mesa,CA,USA
oregonst,Oregon State University,Corvallis,OR,USA
otterbein,Otterbein College,Westerville,OH,USA
ouachitab,Ouachita Baptist University,Arkadelphia,AR,USA
oxnard,Oxnard College,Oxnard,CA,USA
pacificor,Pacific University,Forest Grove,OR,USA
flpbaun,Palm Beach Atlantic University,West Palm Beach,FL,USA
pbsc,Palm Beach Community College,Lake Worth,FL,USA
flpalme,Palmer College,DeFuniak Springs,FL,USA
capalom,Palomar College,San Marcos,CA,USA
txpanol,Panola College,Carthage,TX,USA
txparis,Paris Junior College,Paris,TX,USA
mnparke,Parker College,Winnebago,MN,USA
ilparkl,Parkland College,Champaign,IL,USA
iaparso,Parsons College,Fairfield,IA,USA
capasad,Pasadena City College,Pasadena,CA,USA
flpasco,Pasco-Hernando Community College,New Port Richey,FL,USA
txpaulq,Paul Quinn College,Dallas,TX,USA
mspearl,Pearl River Community College,Poplarville,MS,USA
psubehrend,Penn State Erie - the Behrend College of Pennsylvania State University,Erie,PA,USA
pennst,Pennsylvania State University,State College,PA,USA
flpensa,Pensacola Junior College,Pensacola,FL,USA
pepperdine,Pepperdine University,Malibu,CA,USA
pfeiffer,Pfeiffer University,Misenheimer,NC,USA
philly,Philadelphia University,Philadelphia,PA,USA
philsmith,Philander Smith College,Little Rock,AR,USA
azphoen,Phoenix College,Phoenix,AZ,USA
piedmontga,Piedmont College,Demorest,GA,USA
azpimcc,Pima Community College,Tucson,AZ,USA
ncpitcc,Pitt Community College,Winterville,NC,USA
pittsbst,Pittsburg State University,Pittsburg,KS,USA
plymouth,Plymouth State College,Plymouth,NH,USA
ptlomanaz,Point Loma Nazarene University,San Diego,CA,USA
ptparkpa,Point Park University,Pittsburgh,PA,USA
flpolkc,Polk Community College,Winter Haven,FL,USA
pompitzer,Pomona College/Pitzer College,Claremont,CA,USA
caporte,Porterville College,Porterville,CA,USA
portlandst,Portland State University,Portland,OR,USA
wvpotom,Potomac State College,Keyser,WV,USA
prairview,Prairie View A&M University,Prairie View,TX,USA
kspratt,Pratt Community College,Pratt,KS,USA
presbytrn,Presbyterian College,Clinton,SC,USA
princeton,Princeton University,Princeton,NJ,USA
providence,Providence College,Providence,RI,USA
purdue,Purdue University,West Lafayette,IN,USA
quincy,Quincy University,Quincy,IL,USA
quinnipiac,Quinnipiac College,Hamden,CT,USA
maquins,Quinsigamond Community College,Worcester,MA,USA
radford,Radford University,Radford,VA,USA
ramaponj,Ramapo College,Mahwah,NJ,USA
caranch,Rancho Santiago College,Santa Ana,CA,USA
randmacon,Randolph-Macon College,Ashland,VA,USA
careedl,Reedley College,Reedley,CA,USA
ric,Rhode Island College,Providence,RI,USA
rhodestn,Rhodes College,Memphis,TN,USA
rice,Rice University,Houston,TX,USA
njricha,Richard Stockton College of New Jersey,Pomona,NJ,USA
mericke,Ricker College,Houlton,ME,USA
rider,Rider University,Lawrenceville,NJ,USA
carioho,Rio Hondo College,Whittier,CA,USA
riponwi,Ripon College,Ripon,WI,USA
carivcc,Riverside Community College,Riverside,CA,USA
roanokeva,Roanoke College,Salem,VA,USA
robertmor,Robert Morris University,Moon Township,PA,USA
mdrockh,Rock Hill College,Ellicott City,MD,USA
rockhurst,Rockhurst University,Kansas City,MO,USA
nyrockl,Rockland Community College,Suffern,NY,USA
riroger,Roger Williams University,Bristol,RI,USA
okroger,Rogers State University,Claremore,OK,USA
rollins,Rollins College,Winter Park,FL,USA
rosehulman,Rose-Hulman Institute of Technology,Terre Haute,IN,USA
rowannj,Rowan University,Glassboro,NJ,USA
rutgers,Rutgers - the State University of New Jersey,New Brunswick,NJ,USA
ncruthe,Rutherford College,Rutherford College,NC,USA
casacra,Sacramento City College,Sacramento,CA,USA
wisacre,Sacred Heart College,Watertown,WI,USA
casaddl,Saddleback College,Mission Viejo,CA,USA
saginawval,Saginaw Valley State University,Saginaw,MI,USA
salemintl,Salem International University,Salem,WV,USA
utslxxo,Salt Lake Community College,Salt Lake City,UT,USA
samhouston,Sam Houston State University,Huntsville,TX,USA
samford,Samford University,Birmingham,AL,USA
txsajco,San Antonio College,San Antonio,TX,USA
casbvjc,San Bernardino Valley College,San Bernardino,CA,USA
sdcity,San Diego City College,San Diego,CA,USA
casdmjc,San Diego Mesa College,San Diego,CA,USA
sandiegost,San Diego State University,San Diego,CA,USA
sanfranst,San Francisco State University,San Francisco,CA,USA
txsjjco,San Jacinto College,Pasadena,TX,USA
txsjjcn,San Jacinto College - North Campus,Houston,TX,USA
casjdjc,San Joaquin Delta College,Stockton,CA,USA
casjcco,San Jose City College,San Jose,CA,USA
sanjosest,San Jose State University,San Jose,CA,USA
casajco,Santa Ana College,Santa Ana,CA,USA
casbcco,Santa Barbara City College,Santa Barbara,CA,USA
santaclara,Santa Clara University,Santa Clara,CA,USA
flsanta,Santa Fe Community College,Gainesville,FL,USA
casmjco,Santa Monica College,Santa Monica,CA,USA
casrjco,Santa Rosa Junior College,Santa Rosa,CA,USA
ilsvcco,Sauk Valley Community College,Dixon,IL,USA
savcolad,Savannah College of Arts and Design,Savannah,GA,USA
schreiner,Schreiner University,Kerrville,TX,USA
paschuy,Schuylkill College,Reading,PA,USA
azscott,Scottsdale Community College,Scottsdale,AZ,USA
seattle,Seattle University,Seattle,WA,USA
seminolecc,Seminole Community College,Sanford,FL,USA
oksemin,Seminole State College,Seminole,OK,USA
setonhall,Seton Hall University,South Orange,NJ,USA
cashast,Shasta College,Redding,CA,USA
shaw,Shaw University,Raleigh,NC,USA
shenandoah,Shenandoah University,Winchester,VA,USA
shepherdwv,Shepherd College,Shepherdstown,WV,USA
shipnsburg,Shippensburg University of Pennsylvania,Shippensburg,PA,USA
washore,Shoreline Community College,Shoreline,WA,USA
shorterga,Shorter College,Rome,GA,USA
ilshurt,Shurtleff College,Alton,IL,USA
siena,Siena College,Loudonville,NY,USA
casierr,Sierra College,Rocklin,CA,USA
iasimps,Simpson College,Indianola,IA,USA
ohsincl,Sinclair Community College,Dayton,OH,USA
caskyli,Skyline JC,San Bruno,CA,USA
sliprock,Slippery Rock University of Pennsylvania,Slippery Rock,PA,USA
utsnojc,Snow College,Ephraim,UT,USA
casolan,Solano Community College,Fairfield,CA,USA
kysomer,Somerset Community College,Somerset,KY,USA
sonomast,Sonoma State University,Rohnert Park,CA,USA
scstate,South Carolina State University,Orangeburg,SC,USA
sdakotast,South Dakota State University,Brookings,SD,USA
sfcc,South Florida Community College,Avon Park,FL,USA
gasgajc,South Georgia College,Douglas,GA,USA
azsouth,South Mountain Community College,Phoenix,AZ,USA
ilssjco,South Suburban College,South Holland,IL,USA
semost,Southeast Missouri State University,Cape Girardeau,MO,USA
ilseijc,Southeastern Illinois College,Harrisburg,IL,USA
iaseccs,Southeastern Iowa Community College - Keokuk Campus,Keokuk,IA,USA
sela,Southeastern Louisiana University,Hammond,LA,USA
seoklahoma,Southeastern Oklahoma State University,Durant,OK,USA
sefl,Southeastern University,Lakeland,FL,USA
sarkansas,Southern Arkansas University,Magnolia,AR,USA
sillinois,Southern Illinois University Carbondale,Carbondale,IL,USA
silledward,Southern Illinois University Edwardsville,Edwardsville,IL,USA
smethodist,Southern Methodist University,Dallas,TX,USA
alsuscc,Southern Union State Community College,Wadley,AL,USA
southernu,Southern University and A&M College,Baton Rouge,LA,USA
sutah,Southern Utah University,Cedar City,UT,USA
msswmcc,Southwest Mississippi Community College,Summit,MS,USA
tnswten,Southwest Tennessee Community College,Memphis,TN,USA
txswtex,Southwest Texas Junior College,Uvalde,TX,USA
swesternks,Southwestern College,Winfield,KS,USA
caswjco,Southwestern College,Chula Vista,CA,USA
ilswijc,Southwestern Illinois College,Belleville,IL,USA
swoklahoma,Southwestern Oklahoma State University,Weatherford,OK,USA
swesterntx,Southwestern University,Georgetown,TX,USA
scspart,Spartanburg Methodist College,Spartanburg,SC,USA
wasfcco,Spokane Falls Community College,Spokane,WA,USA
springhill,Spring Hill College,Mobile,AL,USA
sprngfldma,Springfield College,Springfield,MA,USA
stambrseia,St. Ambrose University,Davenport,IA,USA
ncstand,St. Andrews Presbyterian College,Laurinburg,NC,USA
stanselm,St. Anselm College,Manchester,NH,USA
staugustne,St. Augustine's College,Raleigh,NC,USA
stbonny,St. Bonaventure University,St. Bonaventure,NY,USA
kystcat,St. Catherine College,St. Catherine,KY,USA
mistcla,St. Clair County Community College,Port Huron,MI,USA
stedwardtx,St. Edward's University,Austin,TX,USA
stfranny,St. Francis University,Brooklyn,NY,USA
stfranpa,St. Francis University,Loretto,PA,USA
mdstjoh,St. John's College,Annapolis,MD,USA
flsjrcc,St. Johns River Community College,Palatka,FL,USA
stjohns,St. John's University,Queens,NY,USA
stjosephin,St. Joseph's College,Rensselaer,IN,USA
mestjos,St. Joseph's College,Standish,ME,USA
stjosephs,St. Joseph's University,Philadelphia,PA,USA
stlawrence,St. Lawrence University,Canton,NY,USA
stleo,St. Leo College,St. Leo,FL,USA
mofores,St. Louis Community College - Forest Park Campus,St. Louis,MO,USA
meramec,St. Louis Community College - Meramec Campus,Kirkwood,MO,USA
stlouis,St. Louis University,St. Louis,MO,USA
stmartinwa,St. Martin's College,Lacey,WA,USA
ksstmaC,St. Mary's College,St. Mary's,KS,USA
stmarysca,St. Mary's College of California,Moraga,CA,USA
stmarytx,St. Mary's University,San Antonio,TX,USA
stmarysmn,St. Mary's University of Minnesota,Winona,MN,USA
stmichaels,St. Michael's College,Colchester,VT,USA
wistnor,St. Norbert College,De Pere,WI,USA
stpeters,St. Peter's College,Jersey City,NJ,USA
flstpet,St. Petersburg College,St. Petersburg,FL,USA
stthomasfl,St. Thomas University,Miami Gardens,FL,USA
ilstvia,St. Viator College,Bourbonnais,IL,USA
stxavieril,St. Xavier University,Orland Park,IL,USA
stcloudst,St.Cloud State University,St. Cloud,MN,USA
stanford,Stanford University,Palo Alto,CA,USA
flmanat,State College of Florida - Manatee-Sarasota,Bradenton,FL,USA
sunybing,State University of New York at Binghamton,Binghamton,NY,USA
nybrock,State University of New York at Brockport,Brockport,NY,USA
nycortland,State University of New York at Cortland,Cortland,NY,USA
nyfredonia,State University of New York at Fredonia,Fredonia,NY,USA
nyoneonta,State University of New York at Oneonta,Oneonta,NY,USA
wgeorgia,State University of West Georgia,Carrollton,GA,USA
sfaustin,Stephen F Austin State University,Nacogdoches,TX,USA
sterlingks,Sterling University,Sterling,KS,USA
stetson,Stetson University,DeLand,FL,USA
stonybrook,Stony Brook University,Stony Brook,NY,USA
nysuffo,Suffolk County Community College,Brentwood,NY,USA
sulrossst,Sul Ross State University,Alpine,TX,USA
susquehnna,Susquehanna University,Selinsgrove,PA,USA
swarthmore,Swarthmore College,Swarthmore,PA,USA
syracuse,Syracuse University,Syracuse,NY,USA
watacom,Tacoma Community College,Tacoma,WA,USA
catafjc,Taft College,Taft,CA,USA
fltalla,Tallahassee Community College,Tallahassee,FL,USA
motarki,Tarkio College,Tarkio,MO,USA
tarletonst,Tarleton State University,Stephenville,TX,USA
txtempl,Temple College,Temple,TX,USA
temple,Temple University,Philadelphia,PA,USA
tennst,Tennessee State University,Nashville,TN,USA
tntech,Tennessee Technological University,Cookeville,TN,USA
tnwesleyan,Tennessee Wesleyan College,Athens,TN,USA
txtexar,Texarkana College,Texarkana,TX,USA
texasam,Texas A&M University,College Station,TX,USA
tamucomm,Texas A&M University-Commerce,Commerce,TX,USA
tamukvill,Texas A&M University-Kingsville,Kingsville,TX,USA
txchrist,Texas Christian University,Fort Worth,TX,USA
swtexas,Texas State University,San Marcos,TX,USA
txtech,Texas Tech University,Lubbock,TX,USA
txwesleyan,Texas Wesleyan University,Fort Worth,TX,USA
citadel,The Citadel,Charleston,SC,USA
mastersca,The Master's College,Santa Clarita,CA,USA
ohiost,The Ohio State University,Columbus,OH,USA
thielpa,Thiel College,Greenville,PA,USA
thomasmore,Thomas More College,Crestview Hills,KY,USA
mothree,Three Rivers Community College,Poplar Bluff,MO,USA
towson,Towson University,Towson,MD,USA
trnsylvnia,Transylvania University,Lexington,KY,USA
ortreas,Treasure Valley Community College,Ontario,OR,USA
cotrini,Trinidad State Junior College,Trinidad,CO,USA
trinityct,Trinity College,Hartford,CT,USA
trinitytx,Trinity University,San Antonio,TX,USA
iltrito,Triton College,River Grove,IL,USA
troyst,Troy University,Troy,AL,USA
trumanst,Truman State University,Kirksville,MO,USA
tuftsma,Tufts University,Medford,MA,USA
tulane,Tulane University,New Orleans,LA,USA
mstupel,Tupelo Military Institute,Tupelo,MS,USA
tusculum,Tusculum College,Greenville,TN,USA
tuskegee,Tuskegee University,Tuskegee,AL,USA
txtyler,Tyler Junior College,Tyler,TX,USA
unionny,Union College,Schenectady,NY,USA
uniontn,Union University,Jackson,TN,USA
army,United States Military Academy,West Point,NY,USA
navy,United States Naval Academy,Annapolis,MD,USA
sunybuff,University at Buffalo - State University of New York,Buffalo,NY,USA
akron,University of Akron,Akron,OH,USA
alabama,University of Alabama,Tuscaloosa,AL,USA
uab,University of Alabama at Birmingham,Birmingham,AL,USA
arizona,University of Arizona,Tucson,AZ,USA
arkansas,University of Arkansas,Fayetteville,AR,USA
arkansaslr,University of Arkansas at Little Rock,Little Rock,AR,USA
arkmont,University of Arkansas at Monticello,Monticello,AR,USA
arkansaspb,University of Arkansas at Pine Bluff,Pine Bluff,AR,USA
arftsmi,University of Arkansas-Fort Smith,Fort Smith,AR,USA
mdbalti,University of Baltimore,Baltimore,MD,USA
bridgeport,University of Bridgeport,Bridgeport,CT,USA
california,University of California - Berkeley,Berkeley,CA,USA
ucdavis,University of California - Davis,Davis,CA,USA
ucirvine,University of California - Irvine,Irvine,CA,USA
ucla,University of California - Los Angeles,Los Angeles,CA,USA
ucriver,University of California - Riverside,Riverside,CA,USA
ucsd,University of California - San Diego,La Jolla,CA,USA
ucsb,University of California - Santa Barbara,Santa Barbara,CA,USA
carkansas,University of Central Arkansas,Conway,AR,USA
cflorida,University of Central Florida,Orlando,FL,USA
cmissouri,University of Central Missouri,Warrensburg,MO,USA
centok,University of Central Oklahoma,Edmond,OK,USA
charleswv,University of Charleston,Charleston,WV,USA
chicago,University of Chicago,Chicago,IL,USA
cincy,University of Cincinnati,Cincinnati,OH,USA
colorado,University of Colorado,Boulder,CO,USA
uconn,University of Connecticut,Storrs,CT,USA
ctconap,University of Connecticut at Avery Point,Groton,CT,USA
dayton,University of Dayton,Dayton,OH,USA
delaware,University of Delaware,Newark,DE,USA
denver,University of Denver,Denver,CO,USA
detroit,University of Detroit Mercy,Detroit,MI,USA
dubuque,University of Dubuque,Dubuque,IA,USA
evansville,University of Evansville,Evansville,IN,USA
florida,University of Florida,Gainesville,FL,USA
georgia,University of Georgia,Athens,GA,USA
hartford,University of Hartford,West Hartford,CT,USA
hawaiihilo,University of Hawaii at Hilo,Hilo,HI,USA
hawaii,University of Hawaii at Manoa,Honolulu,HI,USA
houston,University of Houston,Houston,TX,USA
idaho,University of Idaho,Moscow,ID,USA
illchicago,University of Illinois at Chicago,Chicago,IL,USA
illinois,University of Illinois at Urbana-Champaign,Champaign,IL,USA
indpolis,University of Indianapolis,Indianapolis,IN,USA
iowa,University of Iowa,Iowa City,IA,USA
kansas,University of Kansas,Lawrence,KS,USA
kentucky,University of Kentucky,Lexington,KY,USA
laverneca,University of La Verne,La Verne,CA,USA
ulala,University of Louisiana at Lafayette,Lafayette,LA,USA
ulamo,University of Louisiana at Monroe,Monroe,LA,USA
louisville,University of Louisville,Louisville,KY,USA
maine,University of Maine at Orono,Orono,ME,USA
maryhrdbay,University of Mary Hardin-Baylor,Belton,TX,USA
maryland,University of Maryland,College Park,MD,USA
umbc,University of Maryland - Baltimore County,Baltimore,MD,USA
mdmdbal,University of Maryland Baltimore,Baltimore,MD,USA
umes,University of Maryland Eastern Shore,Princess Anne,MD,USA
umass,University of Massachusetts Amherst,Amherst,MA,USA
umassdartm,University of Massachusetts Dartmouth,North Dartmouth,MA,USA
masslowell,University of Massachusetts Lowell,Lowell,MA,USA
memphis,University of Memphis,Memphis,TN,USA
miamifl,University of Miami,Coral Gables,FL,USA
michigan,University of Michigan,Ann Arbor,MI,USA
minnesota,University of Minnesota,Minneapolis,MN,USA
mnmorris,University of Minnesota - Morris,Morris,MN,USA
olemiss,University of Mississippi,Oxford,MS,USA
missouri,University of Missouri Columbia,Columbia,MO,USA
umkc,University of Missouri Kansas City,Kansas City,MO,USA
mobileal,University of Mobile,Mobile,AL,USA
montevallo,University of Montevallo,Montevallo,AL,USA
nebkearney,University of Nebraska at Kearney,Kearney,NE,USA
nebraska,University of Nebraska at Lincoln,Lincoln,NE,USA
nebomaha,University of Nebraska at Omaha,Omaha,NE,USA
unlv,University of Nevada-Las Vegas,Las Vegas,NV,USA
nevada,University of Nevada-Reno,Reno,NV,USA
newhamp,University of New Hampshire,Durham,NH,USA
newhaven,University of New Haven,West Haven,CT,USA
nmexico,University of New Mexico,Albuquerque,NM,USA
norleans,University of New Orleans,New Orleans,LA,USA
nalabama,University of North Alabama,Florence,AL,USA
uncashe,University of North Carolina at Asheville,Asheville,NC,USA
unc,University of North Carolina at Chapel Hill,Chapel Hill,NC,USA
charlotte,University of North Carolina at Charlotte,Charlotte,NC,USA
uncgreen,University of North Carolina at Greensboro,Greensboro,NC,USA
ncuncpe,University of North Carolina at Pembroke,Pembroke,NC,USA
uncwilm,University of North Carolina at Wilmington,Wilmington,NC,USA
ndunind,University of North Dakota,Grand Forks,ND,USA
nflorida,University of North Florida,Jacksonville,FL,USA
ntexas,University of North Texas,Denton,TX,USA
ncolorado,University of Northern Colorado,Greeley,CO,USA
niowa,University of Northern Iowa,Cedar Falls,IA,USA
notredame,University of Notre Dame,South Bend,IN,USA
oklahoma,University of Oklahoma,Norman,OK,USA
oregon,University of Oregon,Eugene,OR,USA
upenn,University of Pennsylvania,Philadelphia,PA,USA
pittsburgh,University of Pittsburgh,Pittsburgh,PA,USA
portland,University of Portland,Portland,OR,USA
pugetsound,University of Puget Sound,Tacoma,WA,USA
rhodeisle,University of Rhode Island,Kingston,RI,USA
richmond,University of Richmond,Richmond,VA,USA
riogrande,University of Rio Grande,Rio Grande,OH,USA
nyuroch,University of Rochester,Rochester,NY,USA
sandiego,University of San Diego,San Diego,CA,USA
sanfran,University of San Francisco,San Francisco,CA,USA
scranton,University of Scranton,Scranton,PA,USA
salabama,University of South Alabama,Mobile,AL,USA
scarolina,University of South Carolina,Columbia,SC,USA
uscaiken,University of South Carolina Aiken,Aiken,SC,USA
scupsta,University of South Carolina Upstate,Spartanburg,SC,USA
sflorida,University of South Florida,Tampa,FL,USA
usc,University of Southern California,Los Angeles,CA,USA
sindiana,University of Southern Indiana,Evansville,IN,USA
smaine,University of Southern Maine,Gorham,ME,USA
smiss,University of Southern Mississippi,Hattiesburg,MS,USA
stfrncisil,University of St. Francis,Joliet,IL,USA
stthomasmn,University of St. Thomas,St. Paul,MN,USA
tampa,University of Tampa,Tampa,FL,USA
tennessee,University of Tennessee,Knoxville,TN,USA
utchat,University of Tennessee at Chattanooga,Chattanooga,TN,USA
tntenme,University of Tennessee Health Science Center,Memphis,TN,USA
utarl,University of Texas at Arlington,Arlington,TX,USA
texas,University of Texas at Austin,Austin,TX,USA
utep,University of Texas at El Paso,El Paso,TX,USA
utpanam,University of Texas Pan American,Edinburg,TX,USA
